id,title,image,author_id,author,description,count,play,add,share,comment
7638960991,"城南烟火·小城故事氤氲民谣气息
",D:/Project/Python/week14/result/images/109951167884302818.jpg,1489286516,贝克克y,"介绍：
在平凡无奇的乡村里，藏着最意的生活。回家是一个永远温暖的词是烟火气是归属感是回忆是记忆人间烟火最抚人心风尘仆仆终有归途岁未将至百事言欢烟火藏诗意诗意藏乡间柴米油盐晨起暮落日子平淡且欢喜家乡是最深情的归途因思杜陵梦
",50,401152,2262,26,8
7652176411,"终于找到红遍大街小巷的民谣歌曲了
",D:/Project/Python/week14/result/images/109951167904083089.jpg,2118682115,月亮藏不住的小情绪,"
Chill Time丨浸润于夜色中的一抹寂静
",46,319370,1814,11,10
7643985311,"青春如歌 | 看破世间繁华 唱尽世间人生百态
",D:/Project/Python/week14/result/images/109951167890850001.jpg,2118682115,月亮藏不住的小情绪,"
Chill Time丨浸润于夜色中的一抹寂静
",35,326111,1215,8,4
7677879580,"解忧民谣 | 将生活的稀碎揉成歌
",D:/Project/Python/week14/result/images/109951167949908029.jpg,1489286516,贝克克y,"
Chill Time丨浸润于夜色中的一抹寂静
",25,217373,1197,11,6
7672462818,"【民谣有三 ³】远方很美，不怕天黑
",D:/Project/Python/week14/result/images/109951168021508669.jpg,1957800055,倾天奏梦,"
Chill Time丨浸润于夜色中的一抹寂静
",32,148519,719,43,4
7660761729,"始于民谣|死于民谣（孤独患者）
",D:/Project/Python/week14/result/images/109951167951471032.jpg,596499189,Just-7ccc,"介绍：
民谣像酒，有故事的人不能听。

民谣很文艺，可小酒馆里的酒并不便宜，就像是我们稍不努力，就连情怀都养不起。

他说民谣很穷，一听就是一根烟，一听就是三瓶酒。可我只剩下一根烟了，还要撑一夜，只剩一点爱了，还要过一生。
有些歌不是因为好听才听，是因为好像在唱自己的故事！
感谢聆听！！！！！
",98,131490,905,26,2
7682209938,"民谣 | 勾起你无法诉说的过往
",D:/Project/Python/week14/result/images/109951167958608095.jpg,1489286516,贝克克y,"
Chill Time丨浸润于夜色中的一抹寂静
",22,116183,558,4,2
7675763661,"华语民谣：赤诚书写，诗意与烟火
",D:/Project/Python/week14/result/images/109951167946614057.jpg,1489286516,贝克克y,"介绍：
生活给予了我们太多酸甜苦辣，当锋利的棱角逐渐被磨平，当眼神中的光芒不再那样澄澈，低下头脚下是一片泥泞。拾起头雨幕中有人起舞，于是心底那团火苗再度燃起，混沌的泪水模糊视线，但嘴角的微笑不会消失。－图源自网络，侵删
",42,104158,445,2,评论
7637958927,"五味杂陈｜总有首民谣是解药
",D:/Project/Python/week14/result/images/109951167879433422.jpg,1957800055,倾天奏梦,"介绍：
不知何时，我发现自己已经离开你
听不见你的声音就会失眠
看不到你的笑容就会伤心
你的一句甜言蜜语就会让我高兴一天
你的眼泪会让我觉得自己的世界在崩溃
和你在一起的日子，不止如阳光一样温暖，更像糖果一样甜蜜
偶尔的打打闹闹，就能赶走所有的烦恼
你那讲不完的冷笑话，却会因你生气而冰冷的心慢慢被你的爱而融化
不知何时，我的心里，已经被你的爱都填满
一首民谣，一声诉说，我有所恋人，却隔在远远乡
",34,51179,252,28,5
7752862881,"百首民谣: 愿治愈每一个孤独的你
",D:/Project/Python/week14/result/images/109951168070694807.jpg,1489286516,贝克克y,"介绍：
每一首民谣都是一段经历，都是一个故事
虽说每个人的经历不会相同，但人的情绪
不外乎“开心”与“难过”两种，所以那些别
人故事中表达的一些内心的的感触也总会
与我所经历的有那么多相似之处。于是我
就感觉好像找到了一个知己，他总能将你
心底故事说出来，似乎不用交流便治愈了
你。
",100,24035,136,1,1
7751130672,"路遥马慢的街道，让民谣共筑美好世界
",D:/Project/Python/week14/result/images/109951168066577576.jpg,287937556,常迷道故,"
Chill Time丨浸润于夜色中的一抹寂静
",30,24749,602,1,3
7649670736,"「民谣」这一生是关于你的风景
",D:/Project/Python/week14/result/images/109951167991584019.jpg,1353232010,嘿-Tedua,"
Chill Time丨浸润于夜色中的一抹寂静
",51,36783,233,4,2
7780052890,"诗和远方 | 我把思绪写在民谣里
",D:/Project/Python/week14/result/images/109951168106478897.jpg,1580575984,迷藏lb,"介绍：
每个听民谣的人内心都有一匹野马，世界那么大，却还是没有你要的草原。

时常躺在床上听着民谣，会不知不觉想起自己的事，落着无声的泪。

民谣越过人山人海，说尽世间心酸，唱遍生活百态，我却是于二十岁才与它温情邂逅。
",73,17544,83,0,1
7693489145,"民谣 | 带着吉他前行的诗意人生
",D:/Project/Python/week14/result/images/109951167980275199.jpg,1489286516,贝克克y,"
Chill Time丨浸润于夜色中的一抹寂静
",95,56648,244,2,1
7696213578,"民谣 | 听懂是人生，不懂是幸运
",D:/Project/Python/week14/result/images/109951167982037265.jpg,1489286516,贝克克y,"
Chill Time丨浸润于夜色中的一抹寂静
",33,14282,88,1,评论
7696213694,"民谣世界｜寻找内心你我的梦境!
",D:/Project/Python/week14/result/images/109951167982515422.jpg,1489286516,贝克克y,"介绍：
一心一意的人和歌，可能一直游走在你的视野之外，可是一旦被发现了，便会让人觉得如获至宝。喜欢-首歌如同喜欢一个人一般，硬要说出理由反而没有初次心颤的美妙了。喜欢这首歌，连同它的配乐，它的歌词，它的韵律，它的和声统统喜欢，毫无顾忌地喜欢。
",63,60663,382,4,评论
7749721085,"治愈民谣 | 人间烟火，疗慰人心
",D:/Project/Python/week14/result/images/109951168064154900.jpg,1580575984,迷藏lb,"
Chill Time丨浸润于夜色中的一抹寂静
",75,24601,72,3,1
7711157469,"清吧驻场 | 今天只想安静地聊天
",D:/Project/Python/week14/result/images/109951168007784671.jpg,1489286516,贝克克y,"
Chill Time丨浸润于夜色中的一抹寂静
",23,14635,98,1,评论
7674822732,"民谣/故事，现实、理想、姑娘、诗和远方。
",D:/Project/Python/week14/result/images/109951167987422339.jpg,1541423895,Last_fifty,"介绍：
当你听到一首歌，它既不新颖，也不怀旧，那就是民谣。

我见过凌晨五点的早市
零零散散的人们为了生计晚睡早起忙碌中汗水浸满了衣襟

一次次迎客透出亲切的语气却又不得不抱怨生活的艰辛我也见过夜晚十点的路边

摆摊的大爷戴着墨镜

举手投足间映射出稳重的气息有条有理稳稳当当

在这市井小巷里总有一阵飘香勾起回忆

不禁让人感慨所遇的温馨“人间烟火气，最抚凡人心”

她说民谣太穷了，一听就是一根烟，一听就是一瓶酒。而我只有一根烟了，还要撑一夜，只剩一点爱了，还要过一生。
",85,21319,154,19,4
7751341793,"民谣驿站∶疲惫灵魂的栖息疗愈处
",D:/Project/Python/week14/result/images/109951168066611756.jpg,287937556,常迷道故,"介绍：
相信应该每个人都有过地铁上睡觉的经历，早早起床赶公交换地铁，已经成了一线城市普通打工人的日常，但是生活仍要继续，我们还需努力。不要有太大的压力，也别让自己太累了，来这送你一首民谣，希望能让你疲惫心灵得到释放，加油啊陌生人，这是属于我们的时代！
",37,15488,678,0,3
7662449932,"小娟&山谷里的居民|用音乐演绎生活的本质
",D:/Project/Python/week14/result/images/109951167921393875.jpg,1,网易云音乐,"介绍：
“小娟&山谷里的居民”就像他们的名字一样，充满了清新的感觉，他们是一支三个亲密无间的好朋友组成的乐队组合。
小娟的歌声代表着人间的赤诚与美好，像是涓涓流水流淌在我们心间，纯真中带着向往。她与小强老师更是令人称羡的神仙眷侣，像是归隐山谷的隐士，又像是带着爱与希望的使者。
「小娟与山谷里的居民」堪称是国内音乐圈最纯净的一股清流，他们的每一首歌都像是一条清澈的溪流，带着干净与纯粹，我知道小娟与山谷里的居民会一直唱下去，而我们也会一直聆听，听歌声中的故事，感悟歌声中的感动，就这样一直到老.......
",51,13766,143,1,3
7766852316,"民谣集：20岁时变成了一个用故事下酒的人
",D:/Project/Python/week14/result/images/109951168087307635.jpg,101872876,陌森喵,"介绍：
后来宋冬野开了酒吧 抱着吉他安静地唱着斑马 陈粒也放弃寻找自己的祝星 马頔因为一首南山南火了起来 尧十三不再信奉北方女王 赵雷也停止了追寻南方姑娘的脚步 如果董小姐没牵过宋冬野的手 祝星一开始就很爱陈粒 马頔小时候不认识舒傲寒 尧十三错过了他的北方女王 赵雷也没去过南方那故事 又该怎么写呢 活在民谣里的爱情好看的让人落泪 可惜却给不了你天长地久里 一粥一茶 民谣没有声色犬马 没有灯红酒绿有的只是四海为家各安天下 民谣不是首歌 它存在的意义不是让你多喜欢它 多感同身受 而是教会你该如何过自己的生活 民谣很穷 一听就是一个故事
",45,4190,28,2,评论
7622320525,"[民谣小酒馆]每杯酒里, 都有新故事
",D:/Project/Python/week14/result/images/109951167959962246.jpg,1957800055,倾天奏梦,"
Chill Time丨浸润于夜色中的一抹寂静
",51,547672,2542,88,16
7799360019,"民谣暖调 | 世间心墙，温柔难防
",D:/Project/Python/week14/result/images/109951168128304953.jpg,1580575984,迷藏lb,"
Chill Time丨浸润于夜色中的一抹寂静
",68,3084,13,0,评论
7654926449,"吉他伴随民谣｜孤独伴随流浪
",D:/Project/Python/week14/result/images/109951167972533867.jpg,416892299,WANGQINSHENGYUAN,"
Chill Time丨浸润于夜色中的一抹寂静
",58,14915,29,0,评论
7509786454,"民谣 | 再忆青春 致那美好的曾经
",D:/Project/Python/week14/result/images/109951167598849430.jpg,2118682115,月亮藏不住的小情绪,"
Chill Time丨浸润于夜色中的一抹寂静
",53,2487504,12631,214,41
7364738069,"民谣小酒馆｜路过此间仍是少年
",D:/Project/Python/week14/result/images/109951167322338202.jpg,1731886585,0000FF少抽烟,"介绍：
有的人说民谣很沧桑，有很多的故事，许多的经历，很容易听的落泪，其实使你落泪的并不是这些，是因为有着与我们相似的故事，身临其境的感受自己爱情错题本，经历了许多。慢慢坚强起来。
喜欢记得收藏哦～（持续更新）
",56,634530,3622,44,7
2242881912,"五十首走心民谣，致我们终将逝去的青春
",D:/Project/Python/week14/result/images/109951165850754873.jpg,68014748,薛定谔的缝纫机,"
Chill Time丨浸润于夜色中的一抹寂静
",63,7695710,52012,691,329
7511633319,"孤独的时候，听一首安静的民谣吧。
",D:/Project/Python/week14/result/images/109951167603125203.jpg,252393521,音乐想象家,"
Chill Time丨浸润于夜色中的一抹寂静
",239,966978,5139,35,6
7622185848,"「欧美民谣」温软小调，诗般美好
",D:/Project/Python/week14/result/images/109951167961184450.jpg,1957800055,倾天奏梦,"
Chill Time丨浸润于夜色中的一抹寂静
",37,58051,409,42,4
7552475848,"民谣小酒馆 当孤独成为习惯
",D:/Project/Python/week14/result/images/109951167707053138.jpg,2118682115,月亮藏不住的小情绪,"
Chill Time丨浸润于夜色中的一抹寂静
",41,839297,4295,47,9
7622515496,"【华语民谣】人在路上，心在远方
",D:/Project/Python/week14/result/images/109951167956976820.jpg,1957800055,倾天奏梦,"介绍：
我们一直都在路上，
寻寻觅觅，追逐梦想，
背起行囊，奔向远方。
迎着朝阳，穿过霞光，
走在布满荆棘的路上，
所有的不堪，那只是一个过往。
再大的风浪，也不能把我们阻挡；
再多的困苦，也要拼命去闯。
梦想，并不奢侈，
只要勇敢的迈出第一步：让心去远方，让人在路上。
",64,1242402,8273,135,7
7683993066,"我将故事写成民谣歌 献给远方的她
",D:/Project/Python/week14/result/images/109951167958641874.jpg,2118682115,月亮藏不住的小情绪,"
Chill Time丨浸润于夜色中的一抹寂静
",37,46223,245,2,1
7670109973,"暖愈民谣 • 净化心灵的旋律
",D:/Project/Python/week14/result/images/109951167937140165.jpg,1489286516,贝克克y,"
Chill Time丨浸润于夜色中的一抹寂静
",105,26290,149,4,评论
7678492220,"民谣 | 如诗如信，与世无争
",D:/Project/Python/week14/result/images/109951167949649877.jpg,1489286516,贝克克y,"
Chill Time丨浸润于夜色中的一抹寂静
",113,57547,286,9,1
7672768598,"【民谣有三 ²】执着理想，纯粹当下 
",D:/Project/Python/week14/result/images/109951168021511082.jpg,1957800055,倾天奏梦,"
Chill Time丨浸润于夜色中的一抹寂静
",25,17122,91,18,1
7528643463,"私藏民谣丨每首都触及人心
",D:/Project/Python/week14/result/images/109951167844504732.jpg,3875692946,角港,"介绍：
听民谣的人不一定得有故事，也并非整日一副多愁善感的模样。他们就是单纯的喜欢民谣，喜欢它的旋律，喜欢它的纯净，喜欢它不加修饰的美，民谣有个共同的特点，就是它的歌词永远都是那么简单 又触及人心，却又那么容易引起听者的共鸣。

作为一个资深的音乐爱好者，我听过很多歌，但是好听的民谣歌曲，他们的作品，其实也没有大家想的那么差，歌单有些歌 偏向流行一点 不喜勿喷 谢谢！

民谣有五：少年 吉他 爱情 理想 远方

听者有五：故事 孤独 平庸 落魄 烟酒

歌单创建：2022-7-9
歌单封面：来源网络《毛不易》
",61,870448,5879,84,6
5393825842,"民谣｜去见想见的人
",D:/Project/Python/week14/result/images/109951165563829689.jpg,472016744,还让她,"
Chill Time丨浸润于夜色中的一抹寂静
",59,3203166,26033,2668,42
7751208464,"欧美小调：再次相遇记得给我买一束花
",D:/Project/Python/week14/result/images/109951168066580762.jpg,287937556,常迷道故,"
Chill Time丨浸润于夜色中的一抹寂静
",30,5101,483,0,3
7751100683,"民谣有三样： 爱情，理想，远方。
",D:/Project/Python/week14/result/images/109951168065839342.jpg,287937556,常迷道故,同步歌单，随时畅听320k好音乐,29,9001,47,0,2
7672668361,"【民谣有三 ¹】那个姑娘，你还好吗
",D:/Project/Python/week14/result/images/109951168021511222.jpg,1957800055,倾天奏梦,同步歌单，随时畅听320k好音乐,29,12388,57,20,1
7660718803,"孤独旅人 | 这首民谣唱出了谁的不眠心事
",D:/Project/Python/week14/result/images/109951167917828412.jpg,2118682115,月亮藏不住的小情绪,同步歌单，随时畅听320k好音乐,62,35665,206,2,评论
7512926734,"民谣 | 哪一首陪伴你度过失眠的夜晚
",D:/Project/Python/week14/result/images/109951167606746747.jpg,2118682115,月亮藏不住的小情绪,"介绍：
听民谣的人最典型的情绪有三个：无助，孤独，彷徨。

你爱听民谣，你说民谣有三：远方的姑娘，手里的吉他，南北方，听者有手里的香烟，心里的孤独，杯中酒。姑娘是爱情，吉他是梦想，南北方是远方，香烟是记忆，孤独是经历，酒是满满的回忆。回忆是，经历过的事，看过的书，爱过的人。

封面：程璧
",48,1029893,5373,120,11
2748205282,"隔壁老樊 解忧邵帅 枯木逢春
",D:/Project/Python/week14/result/images/109951164045717754.jpg,596499189,Just-7ccc,"介绍：
愿你在我看不到的地方安然无恙，
愿你的冬天永远不缺暖阳。
愿你的明天不再经历雨打风霜，
愿你的未来永远热泪盈眶。
愿我在六十岁的时候陪你看看夕阳，
愿我在想起你嘴角微微上扬。
愿我在北方的冬天为你披件衣裳，
愿我在一贫如洗能有你在身旁 ​​​

封面 隔壁老樊

感谢聆听！！！！
",83,14920431,144188,1200,381
919620061,"你总要一个人，经历些难捱的日子。
",D:/Project/Python/week14/result/images/109951163028873411.jpg,129593031,mayuko然,"介绍：
我知道
现在的你，很累

经济拮据，感情成谜
工作迷惘，生活平淡

可是至少年轻
未来的路还长

你总要一个人
经历些难捱的日子

人情冷暖
会令人失望
也最让人深刻

你要学着成长
并且独自承担

眼泪和抱怨无用
情绪化只能添乱

成年人的世界里
游戏规则已了然

除了遵循，别无他法

我知道
会受伤难过
也会很懊恼

会纠结害怕
也会很抗拒

都是必经阶段

别忘了为何出发
铭记最初的梦想

是什么让你坚持
又为何不想放弃

走失的你
烦躁的心
抱怨不止

若还一无所有
并且一事未成
先静下心努力

把委屈咽下
把泪水擦干
加油，自己

——履述先生

封面摄影师微博：黑桃花椒
",126,42846844,424674,6215,3687
7643300696,"好听的民谣歌单|动听悦耳
",D:/Project/Python/week14/result/images/109951167897225717.jpg,554022595,朽念-,同步歌单，随时畅听320k好音乐,19,7794,34,1,1
2818465388,"倘若你喜欢民谣 我也刚好有
",D:/Project/Python/week14/result/images/109951165031360670.jpg,617541172,亲这边建议您不要网恋,"介绍：
你爱听民谣，你说民谣有三：远方的姑娘，手里的吉他，南北方，听者有三：手里的香烟，心里的孤独，杯中酒。姑娘是爱情，吉他是梦想，南北方是远方，香烟是记忆，孤独是经历，酒是满满的回忆。回忆是，经历过的事，看过的书，爱过的人
",93,2822958,20553,188,66
5216362807,"这些民谣民谣一次听个够
",D:/Project/Python/week14/result/images/109951165290093822.jpg,1407747620,小攀哟,"介绍：
民谣，是有情怀的流行歌。浅浅地静静地唱，悠悠荡荡，却总能让心里掀起万百尺巨浪。或清新或温润或沙哑或沧桑的嗓音，倾吐出的一字一句狠狠扫过你心里最敏感不安的弦。爱上民谣，没多复杂的原因，只因为那一句歌词，就在那一个瞬间。

",239,920017,5113,152,15
7339915114,"民谣｜不负春光，持续野蛮生长
",D:/Project/Python/week14/result/images/109951167171648501.jpg,1489286516,贝克克y,"
Chill Time丨浸润于夜色中的一抹寂静
",46,1655910,8594,214,11
113628993,"【民谣】民谣是毒也是药
",D:/Project/Python/week14/result/images/3397490931543372.jpg,54278024,零下Young,"
Chill Time丨浸润于夜色中的一抹寂静
",109,14894193,161809,2805,633
2611049812,"民谣 |岁月缱绻时光，愿你依旧从前模样
",D:/Project/Python/week14/result/images/109951164680399995.jpg,124272747,夕日向暖,"介绍：
“选择民谣，就是它更贴近生活。”热爱音乐，却不为音乐所累，不为创作而作！只要有生活，就有民谣，民谣不仅仅是一首歌，还是一种生活态度，它在每个人心中都有着不一样的定位，我相信很多人爱上民谣其实很简单，民谣很好听，给予心灵上的一种安静，能够在孤独的夜晚放肆呐喊！有人说民谣很沧桑，很多故事，很多经历，很容易听得落泪，其实使你落泪的并不是这些，只因为很多人与他们有着相似的经历。民谣有瘾，这种瘾叫做:生活、经历、活着、存在、无奈，对于喜欢民谣的人来说，不需要它有怎样的价值地位，懂的人懂、任何一样事物，爱的人都知道、自己喜欢才是最重要的，太过火反而会失去原本的纯真。民谣很简单，只需要一把一把吉他就可以弹奏出来了；民谣也很复杂，复杂到你必须用心去体会歌里的酸甜苦辣……张开双臂，去拥有更美好的沧海桑田吧！
",141,8211581,62466,752,254
7786317974,"民谣 | 呼啸而过的青春，沉默不语的你
",D:/Project/Python/week14/result/images/109951168113157701.jpg,287937556,常迷道故,"
Chill Time丨浸润于夜色中的一抹寂静
",25,1313,4,0,评论
7622248689,"民谣与诗｜无人处暗弹相思泪
",D:/Project/Python/week14/result/images/109951168021523115.jpg,1957800055,倾天奏梦,"
Chill Time丨浸润于夜色中的一抹寂静
",36,26983,147,25,1
2839246073,"生活节奏太快，就让耳机里的声音慢慢来～
",D:/Project/Python/week14/result/images/109951164140726824.jpg,402524626,空气很颓废,"介绍：
偷偷努力的感觉很好，在自己还不够好的时候不声张也不埋怨，自己一个人一点点的去改变，等你告别了以前的自己的时候，你就可以对自己说「呼，太棒了终于熬过来了」心情放晴，生活变得亮晶晶的。 ​​​

封面：一工
",105,13104474,107348,1661,288
7535258574,"民谣｜如果当时的我们能少一些固执
",D:/Project/Python/week14/result/images/109951167665262427.jpg,2118682115,月亮藏不住的小情绪,"介绍：
今天在电影院，一对情侣在看电影，女孩靠在男孩的怀里留眼泪。她说她忘不了他。男孩轻轻的帮她擦去眼泪，宠溺的摸摸她的头说：那你去找他吧。电影散场，偌大的电影院里，男孩哭的撕心裂肺，其成全一个人，没那么伟大。

封面：程璧
",46,349405,1598,16,6
7536680005,"民谣丨我走遍大街小巷无人如你
",D:/Project/Python/week14/result/images/109951167681636641.jpg,2118682115,月亮藏不住的小情绪,"介绍：
“你是我患得患失的梦 我是你可有可无的人”

——解忧邵帅《写给黄淮》

民谣很穷，吉他很贵，女孩很美，男孩不配，民谣有三：爱情 理想 远方，听者有三：孤独 平庸 落魄，听后有三：费烟 费酒 费心，这辈子永远都是亏欠。

封面：房东的猫 主唱 王心怡
",37,338997,1556,13,3
7699415090,"华语民谣：日落跌入昭昭星野，
",D:/Project/Python/week14/result/images/109951167986357951.jpg,275838269,心动Z,"
Chill Time丨浸润于夜色中的一抹寂静
",27,65924,1298,2,评论
7622495783,"『民谣小调』秋，稻浪是燃起的海
",D:/Project/Python/week14/result/images/109951168024512114.jpg,1957800055,倾天奏梦,"
Chill Time丨浸润于夜色中的一抹寂静
",41,664548,3379,92,8
7013835226,"秋日咖啡店 | 充满阳光的下午茶
",D:/Project/Python/week14/result/images/109951166583157026.jpg,1323364095,樱桃味音乐,"
Chill Time丨浸润于夜色中的一抹寂静
",69,178444,2129,31,7
2292234790,"民谣像酒，有故事的人不能听
",D:/Project/Python/week14/result/images/109951164209699266.jpg,498462935,小陈加油站,"介绍：
小时候我很爱坐火车，坐火车意味着远游，它不像飞机，火车会考验你的耐心，我喜欢它这一点，它让你更清楚旅途是什么，时间是什么，以及，孤独是什么。席慕容曾写过类似的话:“我喜欢坐火车，喜欢一站一站的慢慢南下或者北上，喜欢在旅途中间的我。只因为，在旅途的中间，我就可以不属于起点或者终点，不属于任何地方和任何人，在这个单独的时刻里，我只需要属于我自己就够
远方不及你身旁戴上耳机去流浪
",107,12097708,108668,1284,290
2221422692,"[民谣]携一把吉他，温三两故事，四海为家
",D:/Project/Python/week14/result/images/109951163610332610.jpg,1328538099,GT_Li,"介绍：
如果
董小姐没有对宋冬野说晚安
马頔从来都不认识舒傲寒
唐尧忘记了北方女王
赵雷也没有去过南方

那
故事又该怎样写呢

活在民谣里的爱情让人感动地落泪
可惜却给不了ta天长地久

民谣没有声色犬马
没有灯红酒绿
有的只是四海为家各安天下

民谣很穷
一听
就是一个故事。

2018-10-15晚9点
",320,15733112,135948,1807,239
7490891545,"民谣 | 孤独是人生的特别风景
",D:/Project/Python/week14/result/images/109951167557914338.jpg,2118682115,月亮藏不住的小情绪,"
Chill Time丨浸润于夜色中的一抹寂静
",39,530912,2592,34,5
86886745,"「指环王」中古民谣，凯尔特中古风
",D:/Project/Python/week14/result/images/2906009234733765.jpg,34272600,烈雨,"
Chill Time丨浸润于夜色中的一抹寂静
",53,5444521,183694,2897,2515
7643109198,"民谣|总是在孤独的时候
",D:/Project/Python/week14/result/images/109951167897229181.jpg,554022595,朽念-,"
Chill Time丨浸润于夜色中的一抹寂静
",20,12738,53,1,1
416559809,"「民谣」民谣是唱给自己的歌。
",D:/Project/Python/week14/result/images/109951164516121937.jpg,128206529,李俊达Alon,"
Chill Time丨浸润于夜色中的一抹寂静
",530,13479247,108509,3574,204
2280640455,"华语民谣｜民谣女声，惊艳透彻声线
",D:/Project/Python/week14/result/images/109951165062644812.jpg,475273307,借風擁妳,"介绍：
她只是一个平凡的姑娘 
却能让你彻底地悲伤
那年我买了一把吉他，是为了一个好看的姑娘，后来姑娘不知去了何方，后来我就开始生长，那些过程都是云彩，去了不知道得地方，我开始不停的歌唱，假装自己很忧伤。
——宋冬野《雪泥鸿爪》
",133,608557,4282,109,17
7551718646,"民谣 | 多想问问自己啊 是否你也该忘了吧
",D:/Project/Python/week14/result/images/109951167705352841.jpg,2118682115,月亮藏不住的小情绪,"介绍：
生命从来不曾离开过孤独而独立存在。无论是我们出生、我们成长、我们相爱还是我们成功失败，直到最后的最后，孤独犹如影子一样存在于生命一隅。

——《百年孤独》

封面：房东的猫 王心怡
拍摄：摄影师阿涛
",37,423904,1768,8,6
